image_path,lgb_stack_oof
/content/drive/MyDrive/DATASET/fake_cifake_images/11.png,0.9656670778397239
/content/drive/MyDrive/DATASET/real_cifake_images/166.png,0.09592033453509331
/content/drive/MyDrive/DATASET/real_cifake_images/572.png,0.09238507311404832
/content/drive/MyDrive/DATASET/fake_cifake_images/662.png,0.9804228027003222
/content/drive/MyDrive/DATASET/fake_cifake_images/902.png,0.9894390354404744
/content/drive/MyDrive/DATASET/real_cifake_images/293.png,0.27318651417725737
/content/drive/MyDrive/DATASET/fake_cifake_images/824.png,0.9274499667577356
/content/drive/MyDrive/DATASET/fake_cifake_images/203.png,0.9972756397151066
/content/drive/MyDrive/DATASET/real_cifake_images/575.png,0.02357474330132086
/content/drive/MyDrive/DATASET/real_cifake_images/851.png,0.07666547396947906
/content/drive/MyDrive/DATASET/real_cifake_images/417.png,0.015293031513832846
/content/drive/MyDrive/DATASET/real_cifake_images/877.png,0.02627434782197139
/content/drive/MyDrive/DATASET/fake_cifake_images/231.png,0.9318514468869847
/content/drive/MyDrive/DATASET/fake_cifake_images/378.png,0.9269609208879589
/content/drive/MyDrive/DATASET/fake_cifake_images/325.png,0.9641343923460245
/content/drive/MyDrive/DATASET/real_cifake_images/731.png,0.04159336630038276
/content/drive/MyDrive/DATASET/fake_cifake_images/218.png,0.9687349734744987
/content/drive/MyDrive/DATASET/real_cifake_images/199.png,0.07445997777356711
/content/drive/MyDrive/DATASET/fake_cifake_images/541.png,0.8969654197746932
/content/drive/MyDrive/DATASET/real_cifake_images/644.png,0.17818389243046745
/content/drive/MyDrive/DATASET/fake_cifake_images/546.png,0.9857200707568031
/content/drive/MyDrive/DATASET/real_cifake_images/116.png,0.008253255982980531
/content/drive/MyDrive/DATASET/real_cifake_images/164.png,2.242021633192009e-05
/content/drive/MyDrive/DATASET/real_cifake_images/364.png,7.04055275278886e-05
/content/drive/MyDrive/DATASET/fake_cifake_images/913.png,0.9447695732688425
/content/drive/MyDrive/DATASET/real_cifake_images/400.png,0.03156257809648997
/content/drive/MyDrive/DATASET/real_cifake_images/33.png,0.16590519808357818
/content/drive/MyDrive/DATASET/fake_cifake_images/234.png,0.13100612340423298
/content/drive/MyDrive/DATASET/fake_cifake_images/907.png,0.981548073664732
/content/drive/MyDrive/DATASET/real_cifake_images/922.png,0.09984114396912114
/content/drive/MyDrive/DATASET/fake_cifake_images/984.png,0.9947717559681349
/content/drive/MyDrive/DATASET/real_cifake_images/643.png,0.025158179294441512
/content/drive/MyDrive/DATASET/real_cifake_images/671.png,7.052825121671885e-06
/content/drive/MyDrive/DATASET/fake_cifake_images/609.png,0.9818964383085332
/content/drive/MyDrive/DATASET/real_cifake_images/58.png,2.279826587538349e-05
/content/drive/MyDrive/DATASET/real_cifake_images/582.png,0.02204619461395615
/content/drive/MyDrive/DATASET/fake_cifake_images/22.png,0.9682717834333515
/content/drive/MyDrive/DATASET/fake_cifake_images/533.png,0.9835694602533547
/content/drive/MyDrive/DATASET/fake_cifake_images/561.png,0.9798172577088241
/content/drive/MyDrive/DATASET/fake_cifake_images/615.png,0.913748675350827
/content/drive/MyDrive/DATASET/real_cifake_images/819.png,0.08473075417246145
/content/drive/MyDrive/DATASET/real_cifake_images/574.png,0.00801136683025771
/content/drive/MyDrive/DATASET/real_cifake_images/433.png,0.11510376432707004
/content/drive/MyDrive/DATASET/real_cifake_images/676.png,0.03174138632451435
/content/drive/MyDrive/DATASET/real_cifake_images/91.png,0.1017789057998879
/content/drive/MyDrive/DATASET/fake_cifake_images/287.png,0.9999849750169206
/content/drive/MyDrive/DATASET/fake_cifake_images/419.png,0.982654194889075
/content/drive/MyDrive/DATASET/real_cifake_images/886.png,0.6108478863552662
/content/drive/MyDrive/DATASET/real_cifake_images/793.png,0.0209604611641471
/content/drive/MyDrive/DATASET/fake_cifake_images/630.png,0.9993066014278147
/content/drive/MyDrive/DATASET/fake_cifake_images/59.png,0.975476664088234
/content/drive/MyDrive/DATASET/real_cifake_images/873.png,0.019111494722979117
/content/drive/MyDrive/DATASET/real_cifake_images/836.png,0.02672972640914229
/content/drive/MyDrive/DATASET/fake_cifake_images/720.png,0.7942244348331221
/content/drive/MyDrive/DATASET/fake_cifake_images/244.png,0.9999863534343547
/content/drive/MyDrive/DATASET/fake_cifake_images/363.png,0.9920694127718861
/content/drive/MyDrive/DATASET/real_cifake_images/934.png,0.06705404141606806
/content/drive/MyDrive/DATASET/real_cifake_images/463.png,0.0970655518257774
/content/drive/MyDrive/DATASET/real_cifake_images/817.png,0.03199423810329573
/content/drive/MyDrive/DATASET/fake_cifake_images/882.png,0.9982574661102945
/content/drive/MyDrive/DATASET/real_cifake_images/718.png,0.0007418314456415864
/content/drive/MyDrive/DATASET/real_cifake_images/408.png,0.00019038990030157725
/content/drive/MyDrive/DATASET/fake_cifake_images/33.png,0.98335959516393
/content/drive/MyDrive/DATASET/real_cifake_images/872.png,0.034007931305518935
/content/drive/MyDrive/DATASET/fake_cifake_images/379.png,0.8862626245898231
/content/drive/MyDrive/DATASET/real_cifake_images/859.png,0.019167863210997633
/content/drive/MyDrive/DATASET/real_cifake_images/16.png,0.09359470504212092
/content/drive/MyDrive/DATASET/real_cifake_images/549.png,0.4997676177471855
/content/drive/MyDrive/DATASET/fake_cifake_images/812.png,0.9629408213037585
/content/drive/MyDrive/DATASET/fake_cifake_images/147.png,0.9991329812874772
/content/drive/MyDrive/DATASET/fake_cifake_images/680.png,0.8819935435298994
/content/drive/MyDrive/DATASET/fake_cifake_images/253.png,0.9265539061689467
/content/drive/MyDrive/DATASET/real_cifake_images/275.png,0.05871224857352312
/content/drive/MyDrive/DATASET/fake_cifake_images/311.png,0.9946309760043478
/content/drive/MyDrive/DATASET/fake_cifake_images/16.png,0.8990392863598657
/content/drive/MyDrive/DATASET/real_cifake_images/543.png,0.0008451396496551222
/content/drive/MyDrive/DATASET/real_cifake_images/733.png,1.872015032397982e-05
/content/drive/MyDrive/DATASET/fake_cifake_images/877.png,0.9983757443089092
/content/drive/MyDrive/DATASET/fake_cifake_images/844.png,0.9999808490796037
/content/drive/MyDrive/DATASET/fake_cifake_images/386.png,0.9742869435733243
/content/drive/MyDrive/DATASET/fake_cifake_images/427.png,0.9160307056467839
/content/drive/MyDrive/DATASET/fake_cifake_images/51.png,0.927622770559228
/content/drive/MyDrive/DATASET/real_cifake_images/706.png,1.090823650340394e-05
/content/drive/MyDrive/DATASET/real_cifake_images/379.png,0.3176313433884787
